,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeOutcomeYear,AgeOutcomeMonth,AgeOutcomeWeek
13568,2015-12-05 12:15:00,0,0,3,2920,640,83,8,97,417
13569,2015-07-06 18:46:00,0,0,2,60,637,5,0,2,8
13570,2014-06-09 19:05:00,0,1,0,1095,559,37,3,36,156
13571,2014-01-06 17:24:00,0,0,2,300,640,41,0,10,42
13572,2015-03-22 13:24:00,3,0,2,2190,640,111,6,73,312
13573,2014-08-10 19:11:00,0,1,3,60,427,103,0,2,8
13574,2013-12-15 16:05:00,2,1,3,2555,1255,88,7,85,365
13575,2014-11-02 18:09:00,0,0,3,1460,922,291,4,48,208
13576,2014-10-01 14:03:00,4,0,2,3285,640,5,9,109,469
13577,2015-02-28 09:00:00,4,0,0,180,640,104,0,6,25
13578,2015-03-21 16:48:00,3,1,2,365,450,131,1,12,52
13579,2014-02-09 11:45:00,3,1,1,3285,167,307,9,109,469
13580,2014-08-07 13:25:00,4,0,1,14,640,104,0,0,2
13581,2015-01-09 17:07:00,4,1,2,365,834,204,1,12,52
13582,2014-11-23 12:27:00,0,1,3,1095,1066,324,3,36,156
13583,2014-08-25 14:13:00,0,0,2,60,640,5,0,2,8
13584,2016-02-12 13:58:00,0,0,3,365,640,296,1,12,52
13585,2014-04-26 12:04:00,4,0,1,21,637,63,0,0,3
13586,2015-03-04 13:15:00,2,0,1,730,640,86,2,24,104
13587,2014-06-29 15:07:00,0,1,2,330,311,130,0,11,47
13588,2014-12-15 18:00:00,0,1,2,180,1170,329,0,6,25
13589,2014-07-27 17:55:00,0,1,2,300,826,259,0,10,42
13590,2013-12-22 14:14:00,3,1,3,1460,167,289,4,48,208
13591,2014-09-28 14:29:00,4,0,0,30,1271,260,0,1,4
13592,2014-05-23 15:29:00,3,1,3,300,1066,318,0,10,42
13593,2013-12-06 16:34:00,4,1,0,60,125,307,0,2,8
13594,2015-07-19 14:55:00,0,0,2,90,640,38,0,3,12
13595,2015-10-20 11:13:00,0,1,2,730,407,101,2,24,104
13596,2014-12-28 17:03:00,3,0,3,365,640,63,1,12,52
13597,2014-08-05 15:39:00,3,1,2,2920,325,88,8,97,417
13598,2013-11-14 16:27:00,3,1,3,730,909,320,2,24,104
13599,2014-05-16 17:56:00,4,0,1,7,637,324,0,0,1
13600,2015-11-27 12:31:00,0,1,2,1460,149,289,4,48,208
13601,2015-08-06 14:40:00,0,1,3,365,450,274,1,12,52
13602,2015-10-11 00:00:00,4,0,1,30,640,38,0,1,4
13603,2015-03-13 09:21:00,2,1,1,730,962,5,2,24,104
13604,2014-07-24 12:46:00,4,1,3,120,1066,98,0,4,17
13605,2014-03-20 08:00:00,4,0,0,730,640,5,2,24,104
13606,2015-04-25 13:20:00,4,0,4,14,640,5,0,0,2
13607,2014-05-30 17:36:00,2,1,1,30,74,88,0,1,4
13608,2014-10-12 11:33:00,0,1,2,365,112,36,1,12,52
13609,2015-03-30 18:51:00,0,1,3,1095,680,226,3,36,156
13610,2014-09-03 13:22:00,4,0,1,30,640,38,0,1,4
13611,2014-01-16 13:52:00,3,1,3,365,450,274,1,12,52
13612,2015-03-08 13:59:00,4,1,2,1825,1066,130,5,60,260
13613,2015-11-01 17:06:00,4,1,1,14,847,88,0,0,2
13614,2014-06-02 08:00:00,4,0,0,730,640,111,2,24,104
13615,2015-11-23 14:03:00,4,0,1,30,640,111,0,1,4
13616,2014-12-27 16:15:00,0,1,3,1460,407,362,4,48,208
13617,2013-11-11 18:20:00,0,1,2,730,214,274,2,24,104
13618,2014-05-31 13:58:00,4,0,1,30,640,38,0,1,4
13619,2015-01-17 09:00:00,4,0,1,365,640,332,1,12,52
13620,2015-05-08 14:59:00,4,0,4,7,640,63,0,0,1
13621,2015-07-18 17:09:00,0,0,0,30,640,104,0,1,4
13622,2014-01-18 16:55:00,0,1,3,730,213,274,2,24,104
13623,2015-08-26 09:00:00,4,0,1,120,637,104,0,4,17
13624,2014-11-28 12:15:00,0,0,2,60,640,104,0,2,8
13625,2015-07-14 11:48:00,0,0,3,365,640,139,1,12,52
13626,2014-12-03 08:45:00,0,1,2,730,1066,165,2,24,104
13627,2015-04-15 18:51:00,3,0,2,730,632,111,2,24,104
13628,2016-02-13 15:05:00,0,0,3,180,640,5,0,6,25
13629,2014-12-23 10:03:00,1,0,2,3650,640,111,10,121,521
13630,2015-10-06 12:57:00,4,1,1,365,156,36,1,12,52
13631,2013-12-02 16:59:00,3,1,1,2555,730,38,7,85,365
13632,2014-02-15 11:53:00,2,1,1,730,675,5,2,24,104
13633,2014-10-02 18:42:00,3,1,2,730,449,130,2,24,104
13634,2015-12-13 18:38:00,4,1,2,1825,1066,289,5,60,260
13635,2014-01-10 11:54:00,4,1,2,3650,811,320,10,121,521
13636,2015-06-06 14:45:00,0,1,2,1095,847,130,3,36,156
13637,2014-03-17 19:05:00,4,1,3,60,850,38,0,2,8
13638,2014-09-03 09:00:00,4,0,0,150,640,5,0,5,21
13639,2015-01-11 18:54:00,0,0,3,90,640,296,0,3,12
13640,2015-08-11 17:26:00,0,0,2,60,1251,186,0,2,8
13641,2015-07-06 18:48:00,0,0,3,90,640,291,0,3,12
13642,2016-02-16 15:51:00,3,1,2,1825,649,98,5,60,260
13643,2014-06-29 17:56:00,0,0,2,210,640,220,0,7,30
13644,2014-03-02 18:39:00,0,0,3,1095,1271,151,3,36,156
13645,2015-04-12 15:01:00,0,0,3,60,640,104,0,2,8
13646,2014-12-26 15:49:00,4,0,3,1095,640,332,3,36,156
13647,2013-11-23 15:59:00,4,1,2,1095,1236,355,3,36,156
13648,2014-07-28 14:58:00,2,0,3,3650,640,291,10,121,521
13649,2015-08-16 16:40:00,4,0,1,60,640,5,0,2,8
13650,2014-04-02 12:31:00,3,1,2,4380,517,137,12,146,625
13651,2014-12-04 17:33:00,4,1,3,2920,847,131,8,97,417
13652,2014-04-10 17:41:00,0,0,3,60,640,5,0,2,8
13653,2014-05-31 16:31:00,4,1,0,60,846,318,0,2,8
13654,2013-10-13 15:29:00,0,1,2,730,890,38,2,24,104
13655,2014-09-19 19:15:00,3,1,2,2555,401,131,7,85,365
13656,2015-12-10 11:47:00,0,0,3,150,640,139,0,5,21
13657,2014-12-01 16:02:00,0,1,2,365,128,40,1,12,52
13658,2014-04-20 16:21:00,0,0,2,60,640,68,0,2,8
13659,2015-07-18 16:07:00,0,0,2,120,640,5,0,4,17
13660,2014-05-26 16:55:00,4,1,0,60,407,289,0,2,8
13661,2014-07-25 16:46:00,4,0,0,30,1251,211,0,1,4
13662,2014-03-30 13:01:00,4,1,3,1460,450,250,4,48,208
13663,2014-05-30 16:55:00,0,1,3,365,665,250,1,12,52
13664,2015-09-20 09:00:00,4,0,4,730,640,104,2,24,104
13665,2014-09-07 13:40:00,3,0,3,60,640,104,0,2,8
13666,2015-03-31 15:47:00,3,1,1,1095,1066,86,3,36,156
13667,2014-01-03 18:30:00,0,1,3,150,450,274,0,5,21
13668,2015-06-23 18:22:00,0,0,2,60,640,38,0,2,8
13669,2014-03-13 14:58:00,4,1,0,5,1066,259,0,0,0
13670,2014-11-25 14:02:00,4,0,2,210,640,216,0,7,30
13671,2015-05-31 13:42:00,0,1,2,2555,764,114,7,85,365
13672,2015-04-19 19:06:00,4,0,0,21,640,104,0,0,3
13673,2015-04-21 18:54:00,4,0,4,14,640,63,0,0,2
13674,2015-07-09 19:05:00,0,1,3,2190,535,281,6,73,312
13675,2015-06-21 10:11:00,2,0,4,1825,637,216,5,60,260
13676,2014-04-06 18:51:00,0,1,2,365,1066,353,1,12,52
13677,2014-10-30 16:04:00,4,1,1,300,892,320,0,10,42
13678,2014-03-16 17:22:00,4,1,3,90,462,289,0,3,12
13679,2013-10-24 16:09:00,0,0,2,3285,640,347,9,109,469
13680,2014-08-07 12:52:00,0,1,2,365,450,226,1,12,52
13681,2015-05-19 18:48:00,4,0,4,14,640,111,0,0,2
13682,2015-05-11 18:54:00,4,0,4,14,640,5,0,0,2
13683,2015-11-13 13:52:00,0,0,3,60,640,86,0,2,8
13684,2015-03-09 13:47:00,0,1,2,1460,365,5,4,48,208
13685,2014-04-12 16:48:00,4,0,1,21,640,216,0,0,3
13686,2015-11-01 14:43:00,3,1,2,4745,449,289,13,158,677
13687,2013-10-09 16:04:00,0,1,3,1095,1066,38,3,36,156
13688,2015-06-07 19:19:00,0,0,3,2920,1251,186,8,97,417
13689,2013-11-06 16:05:00,0,0,2,60,640,5,0,2,8
13690,2015-02-08 14:27:00,0,1,3,270,214,307,0,9,38
13691,2014-05-23 11:05:00,0,0,2,60,640,41,0,2,8
13692,2014-10-23 17:58:00,3,1,2,730,617,36,2,24,104
13693,2014-04-11 16:33:00,3,1,1,4745,37,353,13,158,677
13694,2014-02-12 17:07:00,0,1,2,1460,1170,38,4,48,208
13695,2014-04-19 11:44:00,4,1,3,1095,450,166,3,36,156
13696,2015-01-15 15:26:00,2,0,2,365,640,104,1,12,52
13697,2014-07-12 11:38:00,0,0,3,90,640,86,0,3,12
13698,2014-07-17 14:40:00,0,0,2,90,640,347,0,3,12
13699,2014-01-17 13:16:00,4,1,3,1095,1235,38,3,36,156
13700,2014-12-03 17:56:00,4,1,2,730,407,25,2,24,104
13701,2015-04-13 15:03:00,3,1,2,1095,450,252,3,36,156
13702,2015-10-17 11:33:00,0,0,3,60,640,111,0,2,8
13703,2014-03-02 11:30:00,4,1,2,1095,962,348,3,36,156
13704,2014-09-25 15:55:00,4,1,0,120,1066,98,0,4,17
13705,2015-05-12 17:45:00,0,0,3,30,640,145,0,1,4
13706,2013-12-20 11:16:00,0,1,2,150,450,88,0,5,21
13707,2015-06-22 15:25:00,4,0,1,30,640,220,0,1,4
13708,2015-05-10 15:04:00,4,0,1,21,640,216,0,0,3
13709,2015-12-31 13:28:00,4,1,2,365,27,353,1,12,52
13710,2015-12-06 16:30:00,0,1,2,365,559,5,1,12,52
13711,2015-08-22 14:37:00,4,0,4,6,640,38,0,0,0
13712,2015-08-09 14:08:00,0,0,3,730,640,104,2,24,104
13713,2013-11-03 11:56:00,0,0,0,60,640,5,0,2,8
13714,2014-08-26 14:00:00,4,0,0,21,640,220,0,0,3
13715,2015-08-13 13:35:00,4,1,2,365,776,346,1,12,52
13716,2015-05-16 18:41:00,4,0,4,14,640,216,0,0,2
13717,2013-11-10 16:59:00,3,1,2,730,847,155,2,24,104
13718,2015-11-02 18:47:00,0,1,2,180,74,69,0,6,25
13719,2013-10-16 18:40:00,4,1,0,7,847,166,0,0,1
13720,2014-07-04 10:49:00,4,0,4,7,637,318,0,0,1
13721,2015-10-11 14:08:00,4,0,2,60,640,63,0,2,8
13722,2015-11-25 16:51:00,0,0,2,180,632,111,0,6,25
13723,2014-07-12 20:09:00,0,0,3,30,640,111,0,1,4
13724,2015-07-11 14:31:00,0,0,3,60,639,296,0,2,8
13725,2014-04-07 17:18:00,3,1,2,730,1090,178,2,24,104
13726,2015-05-15 16:45:00,4,1,0,730,847,5,2,24,104
13727,2015-10-30 17:23:00,3,0,2,1825,640,38,5,60,260
13728,2015-08-12 17:50:00,0,1,3,365,125,353,1,12,52
13729,2014-07-22 17:45:00,0,1,2,730,1368,25,2,24,104
13730,2014-09-17 12:28:00,0,0,3,2190,640,86,6,73,312
13731,2015-10-11 16:48:00,0,0,2,60,640,104,0,2,8
13732,2014-12-17 09:00:00,4,0,0,180,640,139,0,6,25
13733,2014-03-13 14:58:00,4,1,1,5,1066,252,0,0,0
13734,2015-08-07 12:38:00,4,1,0,7,1066,130,0,0,1
13735,2015-02-22 15:56:00,2,1,2,1095,504,239,3,36,156
13736,2015-02-20 12:00:00,4,1,2,730,459,256,2,24,104
13737,2013-12-17 14:58:00,3,0,2,1095,632,168,3,36,156
13738,2016-01-07 17:49:00,0,1,2,730,559,276,2,24,104
13739,2014-01-11 16:56:00,0,1,2,730,1066,38,2,24,104
13740,2014-10-03 13:37:00,0,0,1,30,640,111,0,1,4
13741,2015-09-11 11:36:00,3,1,1,270,45,10,0,9,38
13742,2015-02-07 13:56:00,0,1,3,1460,74,289,4,48,208
13743,2014-12-13 15:32:00,4,0,0,21,640,68,0,0,3
13744,2013-10-28 17:18:00,4,1,1,120,450,307,0,4,17
13745,2015-06-07 18:47:00,0,1,3,60,450,38,0,2,8
13746,2015-07-31 12:15:00,2,0,1,730,640,41,2,24,104
13747,2015-04-21 11:49:00,4,0,4,7,640,211,0,0,1
13748,2014-01-10 14:32:00,4,0,1,730,637,216,2,24,104
13749,2015-09-15 18:46:00,0,1,3,2555,1116,329,7,85,365
13750,2016-01-26 17:49:00,3,1,2,2190,248,38,6,73,312
13751,2015-11-09 11:29:00,4,1,1,30,61,329,0,1,4
13752,2014-02-06 12:10:00,2,1,0,365,365,274,1,12,52
13753,2014-03-03 18:10:00,0,0,3,60,637,167,0,2,8
13754,2016-02-11 13:38:00,4,0,3,2190,640,63,6,73,312
13755,2013-11-15 15:18:00,4,0,0,30,640,41,0,1,4
13756,2013-11-06 11:38:00,4,1,3,60,365,88,0,2,8
13757,2016-01-18 18:45:00,0,0,2,60,640,111,0,2,8
13758,2015-03-14 13:21:00,0,1,2,730,958,36,2,24,104
13759,2013-12-23 12:52:00,0,0,2,300,640,5,0,10,42
13760,2015-06-08 16:26:00,4,0,4,7,640,220,0,0,1
13761,2015-03-05 17:37:00,0,1,3,1825,167,329,5,60,260
13762,2014-04-16 12:32:00,3,0,3,1095,640,296,3,36,156
13763,2013-10-16 13:21:00,0,1,2,365,1370,36,1,12,52
13764,2015-09-26 15:08:00,3,1,1,1095,167,250,3,36,156
13765,2014-11-20 12:07:00,4,1,2,730,1236,329,2,24,104
13766,2015-09-20 18:03:00,0,0,2,1460,640,104,4,48,208
13767,2016-02-03 12:17:00,3,1,3,730,559,38,2,24,104
13768,2015-09-01 18:41:00,0,1,3,1095,141,307,3,36,156
13769,2014-01-15 10:20:00,0,1,3,2920,1318,318,8,97,417
13770,2014-04-26 15:40:00,0,0,2,2555,640,5,7,85,365
13771,2014-09-14 16:56:00,2,1,2,730,27,349,2,24,104
13772,2015-10-12 16:26:00,4,0,1,180,640,5,0,6,25
13773,2015-12-12 17:07:00,0,1,3,1825,559,5,5,60,260
13774,2016-01-06 18:56:00,3,1,3,1460,1084,289,4,48,208
13775,2016-01-03 12:05:00,0,1,3,1825,696,252,5,60,260
13776,2016-02-15 17:25:00,0,1,3,300,298,276,0,10,42
13777,2014-10-07 11:07:00,2,0,1,30,640,38,0,1,4
13778,2014-08-24 16:50:00,0,1,2,365,1157,250,1,12,52
13779,2015-06-01 12:14:00,3,1,1,4015,696,36,11,133,573
13780,2014-07-12 13:10:00,0,0,2,60,640,104,0,2,8
13781,2015-11-03 15:59:00,1,0,1,30,640,216,0,1,4
13782,2013-12-27 15:49:00,4,0,3,1095,640,111,3,36,156
13783,2014-04-09 15:39:00,4,1,2,270,696,278,0,9,38
13784,2014-12-27 12:12:00,4,1,0,2,1066,165,0,0,0
13785,2014-04-26 16:45:00,0,0,2,1095,1251,260,3,36,156
13786,2013-12-27 13:58:00,4,0,1,90,640,5,0,3,12
13787,2015-06-19 19:03:00,4,0,4,7,640,38,0,0,1
13788,2014-07-04 12:04:00,0,0,3,60,1250,260,0,2,8
13789,2015-07-01 16:37:00,0,0,2,60,640,216,0,2,8
13790,2014-04-17 14:17:00,4,0,4,90,640,167,0,3,12
13791,2015-02-27 13:57:00,0,1,3,300,1066,86,0,10,42
13792,2015-09-15 19:23:00,0,0,2,150,640,216,0,5,21
13793,2015-11-11 14:00:00,0,0,2,60,640,104,0,2,8
13794,2014-08-03 18:06:00,2,0,0,90,640,63,0,3,12
13795,2015-04-09 16:56:00,0,1,3,1825,450,226,5,60,260
13796,2015-09-18 15:11:00,3,1,3,1825,450,38,5,60,260
13797,2014-10-30 14:05:00,4,1,3,1095,450,274,3,36,156
13798,2015-09-17 17:47:00,3,1,1,180,351,318,0,6,25
13799,2015-01-01 13:06:00,0,1,2,270,501,274,0,9,38
13800,2014-01-11 13:34:00,4,1,0,3650,249,5,10,121,521
13801,2014-10-19 18:20:00,0,1,2,1460,55,38,4,48,208
13802,2014-09-23 09:00:00,4,0,1,90,640,5,0,3,12
13803,2014-01-06 15:29:00,4,1,1,180,847,38,0,6,25
13804,2015-07-07 13:29:00,3,0,2,365,640,104,1,12,52
13805,2013-11-07 12:35:00,3,1,3,6570,450,358,18,219,938
13806,2015-04-10 16:32:00,3,1,2,2920,847,358,8,97,417
13807,2013-12-17 12:13:00,4,0,2,150,640,347,0,5,21
13808,2015-07-30 13:27:00,4,1,2,1095,449,88,3,36,156
13809,2015-08-03 17:35:00,0,0,3,730,640,111,2,24,104
13810,2015-04-18 18:38:00,3,1,2,365,653,130,1,12,52
13811,2015-07-05 11:24:00,0,1,2,2920,853,226,8,97,417
13812,2014-12-11 18:46:00,0,1,2,1095,948,252,3,36,156
13813,2013-10-23 15:03:00,4,0,2,1095,1271,260,3,36,156
13814,2016-01-19 18:34:00,0,0,3,60,640,296,0,2,8
13815,2015-12-28 19:07:00,0,0,3,150,640,139,0,5,21
13816,2015-01-24 16:55:00,0,1,3,210,847,38,0,7,30
13817,2015-10-02 09:00:00,4,0,0,90,640,5,0,3,12
13818,2014-02-16 12:33:00,4,1,3,730,121,250,2,24,104
13819,2015-09-28 16:25:00,4,0,1,14,640,220,0,0,2
13820,2015-02-28 19:12:00,0,1,2,150,847,165,0,5,21
13821,2013-10-06 16:06:00,2,1,1,3285,1065,86,9,109,469
13822,2015-08-03 00:00:00,4,1,2,1095,249,38,3,36,156
13823,2016-01-04 17:16:00,0,0,3,240,640,5,0,8,34
13824,2015-06-29 18:32:00,0,0,2,60,640,111,0,2,8
13825,2014-10-14 15:20:00,2,1,1,1095,847,329,3,36,156
13826,2015-05-28 17:22:00,0,0,2,60,640,38,0,2,8
13827,2015-07-01 17:09:00,0,0,2,1095,640,216,3,36,156
13828,2015-05-11 17:26:00,0,1,3,365,853,289,1,12,52
13829,2014-02-22 17:16:00,2,1,1,1460,1066,86,4,48,208
13830,2015-09-06 09:00:00,4,0,4,180,1207,41,0,6,25
13831,2014-03-13 18:14:00,0,1,2,730,73,48,2,24,104
13832,2015-12-24 14:46:00,0,1,3,60,74,130,0,2,8
13833,2015-04-10 15:13:00,2,0,2,730,640,105,2,24,104
13834,2015-04-11 09:00:00,4,0,4,365,640,38,1,12,52
13835,2014-01-01 07:39:00,0,1,3,3285,844,114,9,109,469
13836,2015-11-08 18:47:00,0,1,3,2920,561,259,8,97,417
13837,2016-01-03 17:00:00,0,0,3,90,640,5,0,3,12
13838,2015-02-01 09:00:00,4,0,1,730,640,104,2,24,104
13839,2015-01-27 17:15:00,0,1,2,730,764,318,2,24,104
13840,2014-12-15 18:22:00,0,0,2,120,640,104,0,4,17
13841,2015-12-20 19:34:00,4,0,3,730,640,296,2,24,104
13842,2014-07-27 14:53:00,0,1,2,365,701,38,1,12,52
13843,2015-04-25 18:24:00,4,0,0,21,640,216,0,0,3
13844,2013-10-25 17:14:00,4,1,0,365,329,165,1,12,52
13845,2014-05-15 18:17:00,0,0,3,365,632,305,1,12,52
13846,2015-11-01 13:39:00,3,1,2,2920,847,88,8,97,417
13847,2015-06-15 09:00:00,4,0,0,365,640,332,1,12,52
13848,2015-10-07 18:36:00,4,1,0,30,249,38,0,1,4
13849,2016-02-06 18:25:00,0,0,2,240,640,38,0,8,34
13850,2013-10-13 17:24:00,0,0,3,365,640,38,1,12,52
13851,2014-01-11 14:52:00,3,1,0,730,55,98,2,24,104
13852,2013-12-04 12:43:00,4,1,2,365,463,307,1,12,52
13853,2014-08-19 12:20:00,4,1,1,90,45,98,0,3,12
13854,2015-10-18 17:22:00,4,1,2,270,1186,250,0,9,38
13855,2015-04-12 16:32:00,4,1,3,2920,268,38,8,97,417
13856,2014-06-11 17:50:00,0,1,2,730,21,36,2,24,104
13857,2014-05-02 13:01:00,1,0,1,14,640,104,0,0,2
13858,2014-03-30 18:53:00,0,1,3,365,365,274,1,12,52
13859,2015-05-10 18:18:00,0,1,2,240,756,38,0,8,34
13860,2014-08-21 11:14:00,0,0,3,60,640,38,0,2,8
13861,2015-06-26 16:12:00,4,1,2,240,74,103,0,8,34
13862,2015-12-09 12:28:00,4,1,1,3,847,5,0,0,0
13863,2014-06-23 17:26:00,2,0,0,30,640,104,0,1,4
13864,2014-07-17 08:18:00,0,1,0,730,564,274,2,24,104
13865,2015-07-25 09:00:00,4,0,0,120,640,296,0,4,17
13866,2014-08-11 15:17:00,4,1,2,365,559,258,1,12,52
13867,2014-11-13 18:43:00,0,1,2,2190,1255,353,6,73,312
13868,2015-03-10 16:47:00,0,1,2,120,559,88,0,4,17
13869,2014-05-14 17:12:00,2,1,2,1095,307,98,3,36,156
13870,2015-04-21 18:23:00,0,1,2,730,1066,307,2,24,104
13871,2015-07-05 15:13:00,3,1,3,2920,669,344,8,97,417
13872,2015-06-05 12:08:00,3,1,1,3650,55,89,10,121,521
13873,2013-10-26 17:27:00,0,1,2,2920,1269,307,8,97,417
13874,2014-06-08 19:22:00,2,0,0,150,637,291,0,5,21
13875,2014-05-11 11:20:00,4,0,1,7,637,104,0,0,1
13876,2014-06-28 17:12:00,4,1,3,90,268,38,0,3,12
13877,2015-05-18 18:11:00,0,1,3,90,556,273,0,3,12
13878,2014-03-16 16:05:00,4,0,1,14,640,5,0,0,2
13879,2014-12-16 11:01:00,2,1,1,1825,128,128,5,60,260
13880,2014-07-17 18:04:00,0,1,3,180,1066,86,0,6,25
13881,2014-02-08 15:40:00,0,1,2,300,1228,130,0,10,42
13882,2014-01-01 12:50:00,0,1,3,730,681,5,2,24,104
13883,2015-12-27 12:45:00,0,1,2,365,1066,130,1,12,52
13884,2014-07-12 14:11:00,0,0,2,120,640,111,0,4,17
13885,2015-07-28 16:13:00,3,1,2,300,450,165,0,10,42
13886,2015-07-18 15:40:00,0,0,1,60,1251,214,0,2,8
13887,2013-12-17 17:54:00,4,1,0,365,1135,226,1,12,52
13888,2015-10-21 11:16:00,4,0,2,60,640,5,0,2,8
13889,2015-04-22 11:22:00,3,1,3,2190,1066,329,6,73,312
13890,2015-09-13 09:09:00,2,1,2,1825,1091,38,5,60,260
13891,2014-12-06 15:14:00,0,0,3,90,640,63,0,3,12
13892,2014-02-10 14:31:00,4,0,1,730,637,5,2,24,104
13893,2014-11-04 12:40:00,4,1,2,365,1146,130,1,12,52
13894,2016-01-05 16:52:00,3,1,2,2190,450,185,6,73,312
13895,2013-10-05 18:58:00,0,0,2,60,640,38,0,2,8
13896,2014-02-02 16:45:00,3,1,3,365,55,307,1,12,52
13897,2014-04-04 18:37:00,0,1,2,1095,847,88,3,36,156
13898,2015-01-01 11:05:00,0,1,2,1095,760,38,3,36,156
13899,2014-09-19 14:23:00,4,0,0,365,640,139,1,12,52
13900,2014-02-17 18:59:00,0,1,3,365,1066,98,1,12,52
13901,2015-04-28 13:00:00,0,1,2,150,14,289,0,5,21
13902,2014-12-13 11:07:00,3,1,3,365,847,5,1,12,52
13903,2014-09-18 17:41:00,0,1,2,60,450,98,0,2,8
13904,2015-05-17 14:33:00,3,1,3,1460,857,289,4,48,208
13905,2014-04-30 14:38:00,4,1,0,28,235,130,0,0,4
13906,2014-02-20 14:52:00,4,0,3,3650,640,38,10,121,521
13907,2015-08-08 10:54:00,0,0,2,90,640,104,0,3,12
13908,2015-01-05 07:33:00,4,0,1,21,640,38,0,0,3
13909,2016-01-01 15:41:00,4,1,2,730,585,320,2,24,104
13910,2015-12-28 16:45:00,3,0,3,3650,632,5,10,121,521
13911,2014-10-02 09:00:00,4,0,0,120,640,296,0,4,17
13912,2014-12-23 00:00:00,4,1,1,365,450,130,1,12,52
13913,2014-01-14 16:11:00,0,0,2,240,640,13,0,8,34
13914,2013-10-05 11:38:00,3,1,3,1095,432,329,3,36,156
13915,2014-12-13 16:38:00,3,0,0,7300,640,111,20,243,1042
13916,2015-08-19 13:48:00,4,1,1,210,755,38,0,7,30
13917,2013-10-28 17:37:00,4,1,2,2555,450,274,7,85,365
13918,2013-10-30 14:02:00,3,1,3,2190,1265,318,6,73,312
13919,2014-08-06 16:46:00,0,1,2,300,1066,38,0,10,42
13920,2015-06-03 18:46:00,0,0,2,365,640,38,1,12,52
13921,2014-10-08 10:50:00,4,0,1,14,640,216,0,0,2
13922,2015-05-21 11:24:00,3,1,3,1095,962,318,3,36,156
13923,2013-11-09 15:34:00,4,1,1,150,988,318,0,5,21
13924,2015-06-30 12:21:00,4,0,4,7,640,167,0,0,1
13925,2015-05-10 19:00:00,0,0,2,365,640,216,1,12,52
13926,2015-12-23 18:30:00,0,1,2,365,847,38,1,12,52
13927,2015-10-31 13:08:00,4,0,4,14,640,5,0,0,2
13928,2015-03-16 14:08:00,3,1,2,1095,1066,329,3,36,156
13929,2015-08-11 17:12:00,0,1,2,150,1066,289,0,5,21
13930,2015-09-15 16:50:00,0,0,2,60,945,86,0,2,8
13931,2015-07-30 19:16:00,3,1,2,730,847,358,2,24,104
13932,2015-01-18 16:07:00,4,1,0,300,847,38,0,10,42
13933,2014-10-31 14:25:00,4,0,2,60,640,5,0,2,8
13934,2014-06-07 18:37:00,4,0,1,1,640,104,0,0,0
13935,2015-10-23 10:38:00,2,0,3,2190,639,139,6,73,312
13936,2016-02-04 17:25:00,0,1,2,365,125,88,1,12,52
13937,2015-06-01 18:58:00,0,0,3,60,640,5,0,2,8
13938,2015-01-19 16:53:00,4,1,3,1460,132,98,4,48,208
13939,2014-06-29 17:52:00,0,0,2,60,640,111,0,2,8
13940,2015-10-21 12:02:00,0,0,3,1460,640,104,4,48,208
13941,2015-08-24 14:43:00,4,0,4,14,640,167,0,0,2
13942,2014-07-29 14:34:00,4,0,1,4,640,167,0,0,0
13943,2014-07-11 13:43:00,0,1,2,60,559,36,0,2,8
13944,2015-05-30 13:18:00,0,1,3,2555,1291,86,7,85,365
13945,2014-08-30 11:42:00,3,1,2,730,847,150,2,24,104
13946,2015-04-21 16:32:00,2,1,3,1460,1066,86,4,48,208
13947,2013-10-04 12:56:00,3,1,2,60,27,130,0,2,8
13948,2015-12-05 11:05:00,3,1,2,365,1066,86,1,12,52
13949,2014-03-09 16:33:00,4,1,2,730,1066,86,2,24,104
13950,2014-09-26 18:37:00,3,1,2,730,450,88,2,24,104
13951,2014-03-11 11:50:00,4,1,1,365,1236,289,1,12,52
13952,2013-10-28 12:59:00,4,1,3,1825,559,114,5,60,260
13953,2015-07-25 18:20:00,0,0,2,365,640,5,1,12,52
13954,2014-09-13 12:34:00,0,0,2,1095,640,104,3,36,156
13955,2015-04-30 14:41:00,4,0,2,240,640,347,0,8,34
13956,2015-02-20 14:24:00,4,1,2,2920,1039,131,8,97,417
13957,2015-07-18 16:31:00,0,0,3,60,640,291,0,2,8
13958,2015-12-07 15:59:00,0,1,2,60,249,98,0,2,8
13959,2014-02-03 16:25:00,0,1,2,180,294,284,0,6,25
13960,2014-07-22 17:20:00,3,1,2,730,924,318,2,24,104
13961,2013-12-14 17:17:00,0,1,3,60,1255,259,0,2,8
13962,2013-10-04 11:11:00,0,0,3,60,640,216,0,2,8
13963,2014-01-28 12:51:00,3,1,2,1460,681,5,4,48,208
13964,2013-12-24 12:51:00,4,0,3,150,640,111,0,5,21
13965,2014-12-26 16:12:00,3,1,3,1095,307,88,3,36,156
13966,2014-04-18 12:49:00,0,1,3,1460,744,226,4,48,208
13967,2014-08-06 12:35:00,0,0,2,60,640,86,0,2,8
13968,2014-11-13 18:37:00,2,0,1,30,640,5,0,1,4
13969,2015-06-19 12:55:00,4,1,2,1460,504,287,4,48,208
13970,2015-08-29 15:43:00,4,1,3,330,74,130,0,11,47
13971,2013-12-09 18:32:00,0,0,3,60,640,151,0,2,8
